规则,级别,标的,数量,说明,样例
报告期存在重述,提示,601857.SSE,8,"PershareIndex 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601868.SSE,19,"Balance 有 19 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601868.SSE,7,"Income 有 7 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601868.SSE,7,"CashFlow 有 7 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601868.SSE,2,"PershareIndex 有 2 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601872.SSE,21,"Balance 有 21 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601872.SSE,36,"Income 有 36 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601872.SSE,25,"CashFlow 有 25 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601872.SSE,8,"PershareIndex 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601877.SSE,16,"Balance 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601877.SSE,35,"Income 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601877.SSE,22,"CashFlow 有 22 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601877.SSE,8,"PershareIndex 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601878.SSE,12,"Balance 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601878.SSE,15,"Income 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601878.SSE,20,"CashFlow 有 20 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601878.SSE,18,"PershareIndex 有 18 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601881.SSE,13,"Balance 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601881.SSE,30,"Income 有 30 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601881.SSE,20,"CashFlow 有 20 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601881.SSE,16,"PershareIndex 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601888.SSE,10,"Balance 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601888.SSE,30,"Income 有 30 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601888.SSE,16,"CashFlow 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601888.SSE,13,"PershareIndex 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601898.SSE,49,"Balance 有 49 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601898.SSE,41,"Income 有 41 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601898.SSE,39,"CashFlow 有 39 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601898.SSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601899.SSE,56,"Balance 有 56 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601899.SSE,40,"Income 有 40 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601899.SSE,28,"CashFlow 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601899.SSE,11,"PershareIndex 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601901.SSE,16,"Balance 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601901.SSE,22,"Income 有 22 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601901.SSE,36,"CashFlow 有 36 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601901.SSE,12,"PershareIndex 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601916.SSE,2,"Balance 有 2 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601916.SSE,10,"Income 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601916.SSE,6,"CashFlow 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601916.SSE,3,"PershareIndex 有 3 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601919.SSE,23,"Balance 有 23 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601919.SSE,51,"Income 有 51 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601919.SSE,34,"CashFlow 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601919.SSE,13,"PershareIndex 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601939.SSE,13,"Balance 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601939.SSE,25,"Income 有 25 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601939.SSE,35,"CashFlow 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601939.SSE,11,"PershareIndex 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601985.SSE,37,"Balance 有 37 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601985.SSE,45,"Income 有 45 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601985.SSE,26,"CashFlow 有 26 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601985.SSE,15,"PershareIndex 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601988.SSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601988.SSE,32,"Income 有 32 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601988.SSE,51,"CashFlow 有 51 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601988.SSE,7,"PershareIndex 有 7 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601995.SSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601995.SSE,10,"Income 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601995.SSE,14,"CashFlow 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601995.SSE,5,"PershareIndex 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601998.SSE,11,"Balance 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601998.SSE,31,"Income 有 31 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601998.SSE,36,"CashFlow 有 36 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,601998.SSE,8,"PershareIndex 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603019.SSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603019.SSE,33,"Income 有 33 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603019.SSE,11,"CashFlow 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603019.SSE,11,"PershareIndex 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603259.SSE,4,"Balance 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603259.SSE,17,"Income 有 17 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603259.SSE,1,"CashFlow 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603259.SSE,5,"PershareIndex 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603260.SSE,28,"Balance 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603260.SSE,22,"Income 有 22 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603260.SSE,15,"CashFlow 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603260.SSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603288.SSE,5,"Balance 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603288.SSE,35,"Income 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603288.SSE,10,"CashFlow 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603288.SSE,17,"PershareIndex 有 17 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603296.SSE,1,"Balance 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603296.SSE,9,"Income 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603296.SSE,1,"CashFlow 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603296.SSE,5,"PershareIndex 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603369.SSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603369.SSE,15,"Income 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603369.SSE,5,"CashFlow 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603369.SSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603392.SSE,4,"Balance 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603392.SSE,18,"Income 有 18 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603392.SSE,1,"CashFlow 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,603392.SSE,6,"PershareIndex 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
